Barkod;"Eser Adı / Kitap Adı";Yazar;"Yer Numarası (Sırt No)";ISBN/ISSN;"Raf Konumu";"Ana Kütüphane";"Raf Kontrol Notu";"Materyal Türü"
111000000820;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000821;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000822;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000823;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000824;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000825;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000826;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000827;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000828;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000829;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000830;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000831;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000832;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000833;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000834;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000835;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000836;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000837;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000838;"Ankara’da yayımlanan süreli yayınlar kaynakçası";"Yılmaz, Bülent";"015.56511 YIL 2016";9786059388047;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000839;"Ankara’da yayımlanan süreli yayınlar kaynakçası";"Yılmaz, Bülent";"015.56511 YIL 2020";9786059388047;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000840;"Üç Hikaye";"Mehmet Rauf";"813.41 MEH 2005";9756323647;"Atatürk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000841;Acemi.;;"050 ACE 2012 -";1305-4155;"Süreli Yayınlar Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000004;"Tek Sayı Süreli Yayınlar"
111000000842;Acemi.;;"050 ACE 2012 -";1305-4155;"Süreli Yayınlar Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000004;"Tek Sayı Süreli Yayınlar"
111000000843;Acemi.;;"050 ACE 2012 -";1305-4155;"Süreli Yayınlar Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000004;"Tek Sayı Süreli Yayınlar"
111000000844;Acemi.;;"050 ACE 2012 -";1305-4155;"Süreli Yayınlar Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000004;"Tek Sayı Süreli Yayınlar"
111000000846;Acemi.;;"050 ACE 2012 -";1305-4155;"Süreli Yayınlar Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000004;"Tek Sayı Süreli Yayınlar"
111000000847;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Süreli Yayınlar Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000848;"Akıllı horoz";;"808.068 AKI 2011";9789759189969;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000849;Birikim;;"050 BİR 1975-";1300-8358;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000850;"Tarih çevresi";;"050 TAR 1991-";1303-3875;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000851;"Anadolu gençlik dergisi";;"050 ANA 2000 -";1302-5430;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000852;"éti mimarisi";"Ramazanoğlu, Muzaffer";"939.04 RAM 1941";;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";"j - Raf Kontrol Notu (952j)";" Kitap"
111000000853;"éti mimarisi";"Ramazanoğlu, Muzaffer";"939.04 RAM 1941";;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000854;"éti mimarisi";"Ramazanoğlu, Muzaffer";"939.04 RAM 1941";;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000855;"éti mimarisi";"Ramazanoğlu, Muzaffer";"939.04 RAM 1941";;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000856;"éti mimarisi";"Ramazanoğlu, Muzaffer";"939.04 RAM 1941";;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000857;"éti mimarisi";"Ramazanoğlu, Muzaffer";"939.04 RAM 1941";;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000858;"éti mimarisi";"Ramazanoğlu, Muzaffer";"939.04 RAM 1941";;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000859;"éti mimarisi";"Ramazanoğlu, Muzaffer";"939.04 RAM 1941";;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000860;"Beyaz ölüm";"Benazus, Hanri";"956.601543 BEN 2014";9786055476700;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000861;"éti mimarisi";"Ramazanoğlu, Muzaffer";"939.04 RAM 1941";;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000862;"Adalet Psikolojisi";"Erem, Ahmet Faruk";"343.9 ERE 1959";;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000863;"éti mimarisi";;"939.04 ANA 1941";;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000864;"Jane Austen'in kayıp anıları";"James, Syrie";"828.3354 JAM 2012";9786051415666;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000865;"Yapay zeka ile sohbetler :";"Bozkurt, Ayhan,";"006.3 BOZ 2023";9786258244939;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000866;"Yapay zeka ile sohbetler";"Bozkurt, Ayhan";"006.3 BOZ 2023";9786258244939;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000867;"Hayat ve eğitim öyküleri";"Ertan, Murat";"158.1 ERT 2018";9786052240205;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000868;"Eskiden gelecek güzeldi";"Özer, Adnan";"813.42 ÖZE 2020";9786050974997;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000869;Acemi.;;"050 ACE 2012 -";1305-4155;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000870;"Başka türlü de olur";"Doğan, Mehmet Can";"811.42 DOĞ  2022";9789750847028;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000871;"Başka türlü de olur";"Doğan, Mehmet Can";"811.42 DOĞ  2022";9789750847028;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000872;Sadist;"King, Stephen";"828 KİN 2020";9789754050134;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000873;"Mutluluk elinizde";"Viguer, Eva";"158.1 VİG 2021";9786052692042;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000874;"Bir ömür nasıl yaşanır?";"Ortaylı, İlber";"158.1 ORT 2020";9789752430990;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000875;"Kendine iyi davran güzel insan";"Budak, Beyhan";"158.1 BUD 2022";9786053115694;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000876;"Gece yarısı kütüphanesi";"Haig, Matt";"823.914 HAİ 2021";9786051981833;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000877;Acemi.;;"050 ACE 2012 -";1305-4155;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000878;"Çocuk Ve Ergen Gelişimi";"Gander, Mary J.";"612.65 GAN 2010";9789755330686;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000879;"Haber ajanda";;"050 HAB 2007 -";1306-5742;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000880;"Atlas tarih.";;"050 ATL 2010 -.";1309-7342;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000881;"Atlas tarih.";;"050 ATL 2010 -.";1309-7342;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000882;Acemi.;;"050 ACE 2012 -";1305-4155;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000883;Acemi.;;"050 ACE 2012 -";1305-4155;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000884;"Mahalli idareler dergisi.";;"050 MAH 2013-.";2147-5695;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000885;"Salamina askerleri";"Cercas, Javier";"863.64 CER 2017";9786056663765;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000886;"Taht oyunları ve mitoloji";"Fossois, Gwendal,";"291.13 FOS 2024";9786259983554;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000887;"Karanlıkta dolaşan /";"Erbulak, Deniz,";"813.42 ERB 2024";9786256534339;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000888;"Taht oyunları ve mitoloji";"Fossois, Gwendal,";"291.13 FOS 2024";9786259983554;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000889;"Geçilemeyen duvar Zehra Güneş /";"Eren, Can,";"796.42092 ERE 2024";9786257232937;"Geçici Derme4 (Kurumlar)";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000890;"Savunmanın kraliçesi Gizem Örge /";"Eren, Can,";"796.42092 ERE 2024";9786257232906;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000891;"Efsanevi kaptan : Eda Erdem";"Eren, Can,";"796.42092 ERE 2024";9786257232890;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000892;"Salamina askerleri";"Cercas, Javier";"863.64 CER 2017";9786056663765;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000893;"Karanlıkta dolaşan /";"Erbulak, Deniz,";"813.42 ERB 2024";9786256534339;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000894;"Kafasına göre.";;"050 KAF 2015-.";2149-2654;"Süreli Yayınlar Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000895;"Jane Austen'in kayıp anıları";"James, Syrie";"828.3354 JAM 2012";9786051415666;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000896;Güzide;"Özgür, Havva Pehlivan";"813.42 ÖZG 2024";9786259864785;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000897;"Türkiye çocuk";;"050 TÜR 1981 -";1301-2797;"Süreli Yayınlar Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000898;Varlık.;;"050 VAR 1933-.";1300-1728;"Süreli Yayınlar Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000899;"Üç Yanlış Üç Ceset";"Chrıstıe, Agatha";"823 CHR 1981";9752103162;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000900;"Gençliğim";"Tolstoy, Lev Nikolayeviç";"890 TOL 2006";9756870516;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000901;"Çocukluğum";Tolstoy;"813.42 TOL 2006";9756870508;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000902;"Bir Günlük Hayat";"Şengül, Mehmet Ali";"297.4 ŞEN 2013";9789752784253;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000903;"Sherlock Holmes :";"Doyle, Arthur Conan,";"823.912 DOY 2017";9786059840736;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000904;"Frida Kahlo";"Jamis, Rauda";"759.972 JAM 2003";9752890237;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000905;"Frida Kahlo";"Jamis, Rauda";"759.972 JAM 2003";9752890237;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000906;"Gelişim Erzurum";;"050 GEL 2019 -";2757-5020;"Süreli Yayınlar Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000907;Acemi.;;"050 ACE 2012 -";1305-4155;"Süreli Yayınlar Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000908;"Sui generis KPSS hukuk soruları";;"340.076 SUİ 2013";9786054655267;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000909;"Faziletli ameller ve rükünleri";"Abdülkadir Geylani";"297.512 ABD 2013";9786054810048;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000910;"Tamamı çözümlü muhasebe çıkmış sorular";"Yıldız, Ferhat";"351.3076 YIL 2013";9786054655229;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000911;"Altın çocuk";;"050 ALT [t.y.]";2791-9285;"Sanat Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";2013-12-31;"Tek Sayı Süreli Yayınlar"
111000000912;"Tyttö puussa 5";"Atatürk, Mustafa Kemal";"956.1024 ATA 2020";9789526900056;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";"Raf ";" Kitap"
111000000913;"Akıllı horoz";;"398.2 AKI 2009";9789759189969;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000914;Acemi.;;"050 ACE 2012 -";1305-4155;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000915;İmbik;;"050 İMB 2020 -";2717-9362;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";1776000013611;"Tek Sayı Süreli Yayınlar"
111000000916;İmbik;;"050 İMB 2020 -";2717-9362;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";1776000013611;"Tek Sayı Süreli Yayınlar"
111000000917;İmbik;;"050 İMB 2020 -";2717-9362;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";1776000013611;"Tek Sayı Süreli Yayınlar"
111000000918;İmbik;;"050 İMB 2020 -";2717-9362;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";1776000013611;"Tek Sayı Süreli Yayınlar"
111000000919;İmbik;;"050 İMB 2020 -";2717-9362;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";1776000013611;"Tek Sayı Süreli Yayınlar"
111000000920;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000002;"Tek Sayı Süreli Yayınlar"
111000000921;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000002;"Tek Sayı Süreli Yayınlar"
111000000922;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000002;"Tek Sayı Süreli Yayınlar"
111000000923;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000002;"Tek Sayı Süreli Yayınlar"
111000000924;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000002;"Tek Sayı Süreli Yayınlar"
111000000925;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000002;"Tek Sayı Süreli Yayınlar"
111000000926;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000002;"Tek Sayı Süreli Yayınlar"
111000000927;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000002;"Tek Sayı Süreli Yayınlar"
111000000928;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000002;"Tek Sayı Süreli Yayınlar"
111000000929;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000002;"Tek Sayı Süreli Yayınlar"
111000000930;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000002;"Tek Sayı Süreli Yayınlar"
111000000931;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000002;"Tek Sayı Süreli Yayınlar"
111000000932;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000003;"Tek Sayı Süreli Yayınlar"
111000000933;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000003;"Tek Sayı Süreli Yayınlar"
111000000934;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000003;"Tek Sayı Süreli Yayınlar"
111000000935;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000003;"Tek Sayı Süreli Yayınlar"
111000000936;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000003;"Tek Sayı Süreli Yayınlar"
111000000937;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";CL000000003;"Tek Sayı Süreli Yayınlar"
111000000938;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000976;"Tek Sayı Süreli Yayınlar"
111000000939;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000976;"Tek Sayı Süreli Yayınlar"
111000000940;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000976;"Tek Sayı Süreli Yayınlar"
111000000941;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000977;"Tek Sayı Süreli Yayınlar"
111000000942;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000977;"Tek Sayı Süreli Yayınlar"
111000000943;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000977;"Tek Sayı Süreli Yayınlar"
111000000944;Anafarta;;"050 ANA 2018 -";2651-3773;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000977;"Tek Sayı Süreli Yayınlar"
111000000945;Arkaplan;;"050 ARK 2019 -";2687-5020;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000974;"Tek Sayı Süreli Yayınlar"
111000000946;Arkaplan;;"050 ARK 2019 -";2687-5020;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000974;"Tek Sayı Süreli Yayınlar"
111000000947;Arkaplan;;"050 ARK 2019 -";2687-5020;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000974;"Tek Sayı Süreli Yayınlar"
111000000948;Arkaplan;;"050 ARK 2019 -";2687-5020;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000975;"Tek Sayı Süreli Yayınlar"
111000000949;Arkaplan;;"050 ARK 2019 -";2687-5020;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000975;"Tek Sayı Süreli Yayınlar"
111000000950;Arkaplan;;"050 ARK 2019 -";2687-5020;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000975;"Tek Sayı Süreli Yayınlar"
111000000951;Arkaplan;;"050 ARK 2019 -";2687-5020;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000975;"Tek Sayı Süreli Yayınlar"
111000000952;Arkaplan;;"050 ARK 2019 -";2687-5020;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000973;"Tek Sayı Süreli Yayınlar"
111000000953;Arkaplan;;"050 ARK 2019 -";2687-5020;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000973;"Tek Sayı Süreli Yayınlar"
111000000954;Arkaplan;;"050 ARK 2019 -";2687-5020;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";111000000973;"Tek Sayı Süreli Yayınlar"
111000000955;Acemi.;;"050 ACE 2012 -";1305-4155;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";2013-12-31;"Tek Sayı Süreli Yayınlar"
111000000956;Acemi.;;"050 ACE 2012 -";1305-4155;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000957;Acemi.;;"050 ACE 2012 -";1305-4155;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000958;"Adam Akademi Sosyal Bilimler Dergisi";;"050 ADA 2011-";2146-4936;"Şehir Araştırmaları Merkezi";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000959;"Adam Akademi Sosyal Bilimler Dergisi";;"050 ADA 2011-";2146-4936;"Sanat Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;"Tek Sayı Süreli Yayınlar"
111000000960;"Akıllı horoz";;"398.2 AKI 2009";9789759189969;"Yetişkin Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
111000000961;"Haşlanmış harikalar diyarı ve dünyanın sonu";"Murakami, Haruki";"895.65 MUR 2011";9786051119632;"Çocuk Bölümü";"DEMO EĞİTİM KÜTÜPHANESİ";;" Kitap"
